,title,episodes,status,theme,demographic,genres,type,favorites,popularity,rank,score,members,synopsis,aired,duration,premiered,studios
10,Mang Nu Yu Huli,1,Finished Airing,Unknown,Kids,Unknown,Movie,0,#21204,#18011,N/A,80,"It is a legend that baby foxes in forest can heal blind persons by licking their eyes. A blind girl looks for baby foxes for help.

(Source: IMBD)",1982,20 min.,Unknown,Shanghai Animation Film Studio
11,Manga Furusato Mukashibanashi,26,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",TV,0,#17632,#18012,N/A,280,"Folktales from Japan. Each episode was composed of two stories. The focus of the anime was to showcase folktales from different prefectures. 

The original airing only reached 18 episodes (36 stories) before stopping, the show was rebroadcast at a later date and the final 8 episodes (16 stories) were shown. The anime was family oriented and funded by the Seibu Department Store chain with a ""Seibu Family Gekijou"" subtitle on each ep, perhaps to mirror the highly successful ""Calpis Family Gekijou"" adoring the World Masterpiece Theater anime program. ","Aug 6, 1976 to Dec 24, 1976",25 min. per ep.,Summer 1976,"None found, add some"
12,Manga Hana no Kakarichou,1,Finished Airing,Unknown,Seinen,"Comedy,fe,",Movie,0,#17098,#18013,N/A,320,Based on the comedy manga by Sonoyama Shunji.,"Nov 28, 1981",1 hr.,Unknown,"None found, add some"
13,Manga Ijin Monogatari,46,Finished Airing,Historical,Unknown,Unknown,TV,1,#14997,#18014,N/A,506,"From Genghis Khan to Thomas Edison, each episode in this series focuses on the life and achievement of two of history's greatest and most important persons.

(Source: ANN)","Nov 18, 1977 to Sep 29, 1978",25 min. per ep.,Fall 1977,"None found, add some"
14,Manga Jinbutsushi,365,Finished Airing,Historical,Unknown,Unknown,TV,1,#15738,#18015,N/A,428,"A short documentary series. Each 5 minute episode aired Monday through Saturday.

(Source: AniDB)","Aug 1, 1970 to Sep 30, 1971",5 min. per ep.,Summer 1970,"None found, add some"
15,Manga Kodomo Bunko,51,Finished Airing,Unknown,Kids,"Drama,Fantasy,",TV,0,#15930,#18016,N/A,407,"A collection of children's stories and tales from traditional Japanese folklore.

(Source: AniDB)","Oct 6, 1978 to Sep 28, 1979",25 min. per ep.,Fall 1978,"None found, add some"
16,Manga Kotowaja Jiten,88,Finished Airing,Historical,Unknown,"Comedy,",TV,1,#16371,#18017,N/A,372,"An educational anime, each episode contains three short stories.

(Source: AniDB)","Oct 11, 1980 to Jun 13, 1982",25 min. per ep.,Fall 1980,Tsuchida Productions
17,Manga Naruhodo Monogatari,102,Finished Airing,Educational,Kids,"Adventure,",TV,1,#16105,#18018,N/A,393,"No synopsis has been added for this series yet.

Click here to update this information.","Apr 5, 1986 to Mar 26, 1988",25 min. per ep.,Spring 1986,"None found, add some"
18,Manga Nihon Emaki,46,Finished Airing,Historical,Unknown,Unknown,TV,0,#14855,#18019,N/A,524,"Animated adaptations of traditional and historical Japanese stories. Each episode features 2 different stories. 

(Source: AniDB)","Oct 5, 1977 to Sep 27, 1978",25 min. per ep.,Fall 1977,"None found, add some"
19,Manga Nihon Keizai Nyuumon,25,Finished Airing,Unknown,Seinen,"Drama,fe,",TV,0,#14657,#18020,N/A,554,"Depiction of Japan's economy, based on Shoutarou Ishinomori's epynomous manga.","Oct 13, 1987 to Mar 29, 1988",25 min. per ep.,Fall 1987,Knack Productions
20,Manga Nihonshi,52,Finished Airing,Historical,Unknown,Unknown,TV,0,#14230,#18021,N/A,625,Animated History of Japan.,"Mar 4, 1983 to Aug 4, 1984",24 min. per ep.,Spring 1983,"None found, add some"
21,Manga Nihonshi (NHK Han),40,Finished Airing,Historical,Unknown,Unknown,TV,3,#14743,#18022,N/A,539,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Apr 6, 1992 to Mar 8, 1993",20 min. per ep.,Spring 1992,"None found, add some"
22,Manhua Tianxia,54,Finished Airing,Unknown,Kids,"Comedy,",TV,0,#24080,#18023,N/A,40,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,11 min. per ep.,?,"None found, add some"
23,Manichi ga Tsurai Kimochi Wakarimasu ka: Yurusenai! Net Ijime,1,Finished Airing,Unknown,Kids,Unknown,OVA,0,#20162,#18024,N/A,131,An educational film about cyberbullying among children. How the words said online or in mobile messages can affect a child which can lead to self harm and suicide.,2014,18 min.,Unknown,"None found, add some"
24,Mannaka no Rikkun@Kin Tele,12,Finished Airing,Unknown,Seinen,"Comedy,",TV,0,#15518,#18025,N/A,448,"The ""home comedy"" centers on the mischievous boy Rikkun and his eccentric family.

(Source: ANN)","Jan 9, 2019 to Mar 27, 2019",5 min. per ep.,Winter 2019,Sakura Create
25,Manul no Yuube,Unknown,Currently Airing,Unknown,Unknown,"fe,",TV,1,#14808,#18026,N/A,530,"Within the nature ""Darwin Kita! Kikimono Shin Densetsu"" program on NHK1.5 airs the short Manul no Yuube, based on a web manga/comic of the same name. It following animal characters who visit the bar Manul no Yuube. The bar is run by the Mama who is a Pallas's cat (Otocolobus manul) and serviced by the hostess Tsunomin who is a Brazilian treehopper (Bocydium globulare).","Nov 11, 2018 to ?",1 min.,Fall 2018,"None found, add some"
26,Manzai Taikouki,1,Finished Airing,Historical,Seinen,"Comedy,",Movie,0,#17391,#18027,N/A,296,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Nov 28, 1981",1 hr. 40 min.,Unknown,"None found, add some"
27,Mao,1,Finished Airing,Unknown,Unknown,"Adventure,",Movie,0,#22653,#18028,N/A,54,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2002,5 min.,Unknown,"None found, add some"
28,Mao Cun Kuangxiangu,13,Finished Airing,Anthropomorphic,Kids,"Fantasy,",TV,0,#23750,#18029,N/A,42,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2017 to ?,22 min. per ep.,?,"None found, add some"
29,Mao Er Shan de Guizi Bing,36,Finished Airing,Unknown,Kids,Unknown,TV,0,#23556,#18030,N/A,44,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Feb 4, 2006 to ?",15 min. per ep.,?,"None found, add some"
30,Mao Gongzhu Su Fei,1,Finished Airing,Anthropomorphic,Kids,"Adventure,Fantasy,",Movie,0,#22616,#18031,N/A,55,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"May 1, 2019",1 hr. 18 min.,Unknown,"None found, add some"
31,Mao Ling Xiangce,21,Finished Airing,Unknown,Unknown,"Fantasy,fe,",ONA,0,#16294,#18032,N/A,378,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 23, 2021 to Dec 3, 2021",8 min. per ep.,Unknown,"None found, add some"
32,Mao Mi De Hu Zi,1,Finished Airing,Unknown,Kids,Unknown,Movie,0,#21721,#18033,N/A,70,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,1981,Unknown,Unknown,"None found, add some"
33,Mao Qiu Daya Qi Qu: Lu Zhi Benzou Da Caoyuan,52,Finished Airing,Anthropomorphic,Kids,Unknown,TV,0,#22885,#18034,N/A,51,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Feb 2012 to 2012,11 min. per ep.,?,"None found, add some"
34,Mao Qiu Daya Qi Qu: Lu Zhi Tuo Xian Piaoliu Ji,52,Finished Airing,Anthropomorphic,Kids,Unknown,TV,0,#23018,#18035,N/A,50,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2013,10 min. per ep.,?,"None found, add some"
35,Mao Qiu Daya Qi Qu: Lu Zhi Zui Zhang De Lutu,50,Finished Airing,Anthropomorphic,Kids,"Adventure,",TV,0,#22857,#18036,N/A,52,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2017,10 min. per ep.,?,"None found, add some"
36,Mao Xian Dong De Shou!,15,Finished Airing,Unknown,Unknown,"Comedy,fe,",ONA,0,#17371,#18037,N/A,297,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jan 19, 2022 to Mar 5, 2022",4 min. per ep.,Unknown,"None found, add some"
37,Mao Yu Shu,1,Finished Airing,Unknown,Kids,Unknown,Movie,0,#21337,#18038,N/A,77,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,1992,2 min.,Unknown,Shanghai Animation Film Studio
38,Mao Yu Tao Hua Yuan,1,Finished Airing,Anthropomorphic,Unknown,"Adventure,Comedy,Fantasy,",Movie,2,#13151,#18039,N/A,874,"A cat named Blanket has long been living in a high-rise apartment in the city with his son, Cloak. One day, curious about the outside world, Cloak decides to leave home and embarks on an adventure to find the legendary cat's paradise. To find his son, Blanket must overcome his fear and reconcile with his past, with the help of a female Macaw.","Apr 5, 2018",1 hr. 45 min.,Unknown,Light Chaser Animation Studios
39,Mao Zhi Ming 2nd Season,11,Finished Airing,Unknown,Unknown,"Comedy,Fantasy,",ONA,0,#17960,#18040,N/A,260,Second season of Mao Zhi Ming.,"Apr 8, 2023 to Jun 17, 2023",12 min. per ep.,Unknown,"None found, add some"
40,Mao Zhi Ming Episode 5.5,1,Finished Airing,Unknown,Unknown,"Comedy,Fantasy,",ONA,0,#17593,#18041,N/A,282,A special episode listed as 5.5 on bilibili.,"Nov 22, 2021",8 min.,Unknown,"None found, add some"
41,Maolu Xiao Zhentan,52,Finished Airing,Unknown,Kids,"Fantasy,",TV,0,#22772,#18042,N/A,53,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,11 min. per ep.,?,"None found, add some"
42,Maomao De Gushi,52,Finished Airing,Unknown,Kids,Unknown,TV,0,#21485,#18043,N/A,74,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2010 to ?,13 min. per ep.,?,"None found, add some"
43,Maomao Wang Lixian Ji,52,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",TV,0,#23557,#18044,N/A,44,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"May 7, 2011 to ?",12 min. per ep.,?,"None found, add some"
44,Maomao Wang Xingqiu Xunbao,26,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",TV,0,#23689,#18045,N/A,43,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2011 to ?,13 min. per ep.,?,"None found, add some"
45,Maomao Wang: Kongjian Chao Nengli,26,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",TV,0,#23690,#18046,N/A,43,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2012 to ?,14 min. per ep.,?,"None found, add some"
46,Maomao Zhen,26,Finished Airing,Anthropomorphic,Kids,"Fantasy,",TV,0,#24360,#18047,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Feb 2019 to ?,8 min. per ep.,?,"None found, add some"
47,Maomao Zhen 2nd Season,26,Finished Airing,Anthropomorphic,Kids,"Fantasy,",TV,0,#24151,#18048,N/A,39,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,8 min. per ep.,?,"None found, add some"
48,Maomi Xiao Bei,1,Finished Airing,Unknown,Kids,Unknown,Movie,0,#22886,#18049,N/A,51,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,1999,1 hr. 30 min.,Unknown,Shanghai Animation Film Studio
49,Maoshan Xiao Daoshi,52,Finished Airing,Unknown,Kids,Unknown,TV,0,#24491,#18050,N/A,37,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2016 to ?,9 min. per ep.,?,"None found, add some"
50,Maoxian Xiao Wangzi,52,Finished Airing,Unknown,Kids,"Adventure,Fantasy,",TV,0,#23417,#18051,N/A,45,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2019 to ?,9 min. per ep.,?,"None found, add some"
51,Maoyan Xiaozi Bao Dada,26,Finished Airing,Unknown,Kids,Unknown,TV,0,#24361,#18052,N/A,38,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2013 to ?,22 min. per ep.,?,"None found, add some"
52,Maple Town Monogatari (Movie),1,Finished Airing,Unknown,Unknown,"Fantasy,fe,",Movie,0,#15472,#18053,N/A,452,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 12, 1986",26 min.,Unknown,Toei Animation
53,Maple Town no Koutsuu Anzen,1,Finished Airing,Educational,Kids,Unknown,OVA,0,#19883,#18054,N/A,147,A traffic safety video starring the cast of Maple Town Monogatari.,1987,14 min.,Unknown,Toei Animation
54,Maple Town no Shouboutai,1,Finished Airing,Unknown,Kids,Unknown,OVA,0,#19492,#18055,N/A,171,A fire safety video starring the cast of Maple Town Monogatari.,1987,10 min.,Unknown,"None found, add some"
55,Marco to Ginga Ryuu,2,Finished Airing,Unknown,Unknown,"Action,Adventure,Comedy,Fantasy,",OVA,1,#15536,#18056,N/A,446,Bundled as a bonus Blu-ray disc with the physical release of the game. ,"Feb 28, 2020",5 min. per ep.,Unknown,"None found, add some"
56,Marin to Yamato: Fushigi na Nichiyoubi,1,Finished Airing,Educational,Kids,Unknown,OVA,1,#16824,#18057,N/A,339,"Two children, Marin and Yamato, found a mysterious fairy in a park.","Dec 2, 2000",17 min.,Unknown,"None found, add some"
57,Marin X,1,Finished Airing,Mecha,Unknown,"Action,Adventure,Sci-Fi,",Movie,0,#18114,#18058,N/A,250,A Korean animated movie mixing Mecha with anti-communist themes.,1982,1 hr. 20 min.,Unknown,"None found, add some"
58,Marude Dameo,47,Finished Airing,Unknown,Shounen,"Comedy,Sci-Fi,",TV,1,#15425,#18059,N/A,457,"The series stars an elementary school boy named Dameo Marude, who has little success with anything he tries, and a robot named Borot, which is good with housekeeping.

(Source: Wiki)","Nov 2, 1991 to Sep 26, 1992",25 min. per ep.,Fall 1991,Pierrot
59,Marumaru Manul,50,Finished Airing,Unknown,Unknown,"Comedy,",TV,0,#14065,#18060,N/A,656,"The comedy story follows the daily life of a somewhat flippant Pallas's cat or manul named Manul-kun, an orange tabby cat named Chatora-kun, Sukofu-kun, and other cats. 

(Source: ANN)","Jan 6, 2020 to Dec 15, 2020",1 min. per ep.,Winter 2020,Kachidoki Studio
60,Marumofubiyori,8,Finished Airing,Unknown,Kids,Unknown,ONA,4,#16128,#18061,N/A,391,"Marumofubiyori is a Sanrio universe line introduced in Tokyo's Shinjuku Ward on February 6, 2017. Now with an anime adaptation we see a white bear in a blanket known as Mop and his friends.

(Source: Sanrio Wiki)
","Apr 3, 2017 to Nov 8, 2019",2 min. per ep.,Unknown,"None found, add some"
61,Mary Bell no Hi no Youjin: Guratto Kitara Dousuru,1,Finished Airing,Educational,Kids,Unknown,OVA,0,#19291,#18062,N/A,183,A fire safety short starring the Hana no Mahoutsukai Mary Bell cast. It specifically focuses on fires that start because of an earthquake and what a child should do in such a situation when they may be trapped in a building. The short was re-released on the Hana no Mahoutsukai Mary Bell DVD-Box Set in 2009.,"Feb 15, 1993",11 min.,Unknown,"None found, add some"
62,Mary Bell no Koutsuu Anzen,1,Finished Airing,Educational,Kids,Unknown,OVA,0,#19202,#18063,N/A,187,A traffic safety short starring the Hana no Mahoutsukai Mary Bell cast. The short was re-released on the Hana no Mahoutsukai Mary Bell DVD-Box Set in 2009.,"Feb 15, 1993",13 min.,Unknown,"None found, add some"
63,Mashin Eiyuuden Wataru: Soukaizan Eiyuu Densetsu,1,Finished Airing,Mecha,Unknown,"Action,Adventure,Comedy,Fantasy,Sci-Fi,",OVA,0,#15473,#18064,N/A,452,Compilation of the Mashin Eiyuuden Wataru series.,"Mar 5, 1990",1 hr. 5 min.,Unknown,Sunrise
64,Mashin Mukashi Banashi Gekijou,5,Finished Airing,Historical,Unknown,"Comedy,",ONA,0,#20191,#18065,N/A,130,"A web-exclusive animated short series released on Toei Tokusatsu YouTube Official.

The anime features the deformed versions of Mashin, the vehicular partners of the Kiramager team, reenacting classic folk tales.","Jun 7, 2020 to Jul 23, 2020",Unknown,Unknown,Toei Animation
65,Mask Man,39,Finished Airing,Unknown,Kids,"Action,Adventure,Comedy,Sci-Fi,",TV,0,#21205,#18066,N/A,80,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 7, 2005 to Mar 30, 2006",24 min. per ep.,Summer 2005,"None found, add some"
66,Mask Masters,26,Finished Airing,Unknown,Unknown,"Action,Adventure,",TV,2,#18150,#18067,N/A,249,"A show about siblings in which one is chosen by a certain power of an animal, and this older brother finds new friends along his adventure. With his friends he seeks greater animals harming innocent people and places. Having to save his loved ones and challenge people who are stronger than him.",2013,27 min. per ep.,?,"None found, add some"
67,Matierica,1,Finished Airing,Unknown,Unknown,"rde,",Movie,0,#19292,#18068,N/A,183,"A daring film that pierces through the hearts of viewers by discarding the charming characters, interesting stories, beautiful drawings, fluid movement and pleasing music associated with anime, while remaining firmly in the medium of animation.",2017,30 min.,Unknown,"None found, add some"
68,Matong,1,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#24826,#18069,N/A,27,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2001,2 min.,Unknown,Guo Pengzi Studio
69,Matouqin De Gushi,1,Finished Airing,Unknown,Kids,"Fantasy,",Movie,0,#22654,#18070,N/A,54,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,1997,17 min.,Unknown,Shanghai Animation Film Studio
70,Matsubara-kun,5,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#17518,#18071,N/A,287,"Matsubara-kun commemorates the 60th anniversary of Matsubara's incorporation as a city.

(Source: ANN)","May 18, 2015 to May 22, 2015",1 min. per ep.,Unknown,"None found, add some"
71,Matsubara-kun: Mackie E no Ouen Message,1,Finished Airing,Unknown,Unknown,"Comedy,",ONA,0,#18272,#18072,N/A,242,"Matsubara-kun gives his support to Mackie, a fellow Matsubara city mascot, for the 2015 yuru-chara grand prix.","Oct 4, 2015",33 sec.,Unknown,"None found, add some"
72,Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour,2,Finished Airing,Unknown,Unknown,"Comedy,Horror,",ONA,0,#16852,#18073,N/A,338,"An accompaniment to Heisei Matsue Kaidan: Ayashi. This ghost tour takes a more realistic approach featuring Yoshia (the fictional Eagle Talon character), Kihara Hirokatsu (horror and mystery novelist), Chafurin (voice actor and Shimae Prefecture ambassador), and Frogman (Ryou Ono's caricature; real-life director of the anime studio DLE). The quartet travels around Matsue City exploring horror/haunted real life locations talking about the history and how it became a paranormal focus.

The end of the episode promotes ticket sale and times for a real ghost tour watchers can partake in.","Mar 16, 2017 to Aug 25, 2017",5 min. per ep.,Unknown,DLE
73,Maya no Isshou,1,Finished Airing,Historical,Unknown,"Drama,fe,",Movie,0,#16911,#18074,N/A,333,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Aug 20, 1996",1 hr. 10 min.,Unknown,"None found, add some"
74,Mayi,1,Finished Airing,Unknown,Unknown,"Horror,",ONA,0,#20142,#18075,N/A,133,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Nov 27, 2007",8 min.,Unknown,Guo Pengzi Studio
75,Mayi Gongzhu,26,Finished Airing,Unknown,Kids,"Drama,Fantasy,",TV,0,#21410,#18076,N/A,75,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2011,19 min. per ep.,?,"None found, add some"
76,Mayi He Da Xiang,1,Finished Airing,Unknown,Kids,Unknown,Movie,0,#21907,#18077,N/A,67, ,1987,10 min.,Unknown,Shanghai Animation Film Studio
77,Mayonaka no Inugoya Race,1,Finished Airing,Racing,Unknown,"Drama,",Movie,0,#22617,#18078,N/A,55,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,2020,9 min.,Unknown,"None found, add some"
78,Mayumi,1,Finished Airing,Psychological,Unknown,"rde,Suspense,",Movie,0,#19854,#18079,N/A,149,"Mayumi is a spoiled girl whose parents buy her everything she wants. She names her name ""Mayumi"" to everything she receives, and her room is gradually filled with many Mayumis. Mayumi herself gets swallowed by the characters of her name.

(Source: Geidai Animation)",2016,5 min.,Unknown,"None found, add some"
79,Mayutoro The Toons,33,Finished Airing,Unknown,Kids,"Comedy,Fantasy,",TV,0,#17423,#18080,N/A,293,"No synopsis has been added for this series yet.

Click here to update this information.","Oct 1, 2003 to Mar 1, 2004",2 min. per ep.,Fall 2003,"None found, add some"
80,Maze Maze Wien,1,Finished Airing,Unknown,Unknown,"rde,",Movie,0,#18460,#18081,N/A,232,"An independent film by Yonesho Maya using her unique style of combining card-sized drawings and stop motion animation that walks the viewer through real locales, in this case, Vienna.",2006,4 min.,Unknown,"None found, add some"
81,Mazica Party,51,Finished Airing,Strategy Game,Unknown,"Fantasy,",TV,10,#11364,#18082,N/A,"1,584","The franchise's story centers on wizards who gather mazica in order to save the world. Junior high school student Kezuru wakes up after a strange dream featuring himself as a wizard, a creature called ""mazin,"" and a mysterious girl. The next day, his friend Kuracchi proudly shows off the newly launched Mazica Party card game. To Kezuru's shock, all the characters drawn in the game's cards are just like the ones in his dream.

Meanwhile, Kezuru receives a notification for an event at the major international company Mazica. Intrigued, Kezuru goes to the Mazica Store as directed, only to meet the Mazica CEO himself, Jeff Johns. Johns says, ""I have great expectations for you,"" and hands Kezuru Mazica Gear.

On his way back home, Kezuru is attacked by an airship-like creature. Just when he thinks, ""this is it!"" to himself, his Mazica Gear erupts and a magic book appears. When he scratches a card, he seals a contract with Barunya, a ""mazin"" creature that is an odd remixed fusion between an airship and a cat.

The mysterious girl Anya says Kezuru and those of his ilk will be ""the true wizards who save the world."" Amid all these mysterious revelations, Kezuru enrolls in the Mazica Academy and engages in Mazica Party card battles alongside his partner mazin.

(Source: ANN)","Apr 4, 2021 to Mar 27, 2022",24 min. per ep.,Spring 2021,OLM
82,Mazica Party Movie,1,Finished Airing,Strategy Game,Unknown,"Fantasy,",Movie,0,#18342,#18083,N/A,238,Compilation movie for the TV series Mazica Party.,"Dec 3, 2021",Unknown,Unknown,"None found, add some"
83,McDull and McMug,13,Finished Airing,Anthropomorphic,Kids,"Comedy,",TV,0,#21385,#18084,N/A,76,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,1997,21 min. per ep.,?,"None found, add some"
84,McDull: Boluo You Wang Zi,1,Finished Airing,Anthropomorphic,Kids,"Comedy,",Movie,4,#16721,#18085,N/A,346,"McDull, Prince de la Bun is a 2004 animated Hong Kong film directed by Yuen Toe. Telling the life a the fictional pig McDull, it is a sequel to My Life as McDull (2001) and it was followed by McDull, the Alumni (2006).

(Source: Wikipedia)","Jun 24, 2004",1 hr. 17 min.,Unknown,"None found, add some"
85,McDull: Chuntian Huahua Zhonghua Bowuguan,5,Finished Airing,Unknown,Kids,"Comedy,",TV,1,#17039,#18086,N/A,322,Featuring McDull going through Chinese cultures with children.,Apr 2006 to May 2006,19 min. per ep.,Spring 2006,"None found, add some"
86,McDull: Fan Bao Qibing,1,Finished Airing,Anthropomorphic,Kids,"Action,Sci-Fi,",Movie,0,#19244,#18087,N/A,185,"The 6th animated McDull feature film (7th film the franchise overall).

The film sees a grotesque monster arrive from outer space. Humans are proving defenceless; after an Ultraman-like superhero, Spamerman, also flunks his rescue mission, the safety of the planet is left in the hands of McDull, the kindergarten kid who, with his sheer passion for science, invents a formidable robot based on designs of home appliances.

(Source: Edmund Lee from South China Morning Post)","Sep 15, 2016",1 hr. 23 min.,Unknown,"None found, add some"
87,McDull: Kuaile Di Tan,20,Finished Airing,Anthropomorphic,Kids,Unknown,ONA,0,#21253,#18088,N/A,79,Educational animation about environmental protection featuring McDull.,2013 to ?,5 min. per ep.,Unknown,"None found, add some"
88,McDull: Niu Hua Che Specials,2,Finished Airing,Anthropomorphic,Kids,Unknown,Special,0,#21254,#18089,N/A,79,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,Not available,1 min. per ep.,Unknown,"None found, add some"
89,McDull: Niu Hua Chen,11,Finished Airing,Anthropomorphic,Kids,Unknown,ONA,0,#20841,#18090,N/A,93,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"Jul 20, 2014 to 2014",7 min. per ep.,Unknown,"None found, add some"
90,McDull: Wo He Wo Mama,1,Finished Airing,Unknown,Kids,"Comedy,",Movie,0,#18262,#18091,N/A,243,"Hong-Kong made fifth animated work of the McDull franchise (6th film overall). 

A look back at this swine’s origins is in order. He is older and perhaps a bit wiser. He’s now a respected detective and is recognized by the name of Bobby Mak instead of his baby name McDull. When he is called in to solve a death, his quick powers of observation save the day. If his deduction is true, no homicide took place. Everyone at the mansion is required to wait, and when the kids arrive, somebody has to entertain them. Mak recounts his life to them and he particularly emphasizes the closeness he had with his mother. From his days as a kid to his formative young adult years, she’s protected, given her sage advice and raised him like any mother would. She even tried to be a superhero, but an astronaut she is not. The metaphors are obvious, because the hospital she goes for that “space training” means she is ill. To a very young mind, to process certain situations can be tough.

The universal messages are understood. The Mak family was never rich. To see the two struggle through young McDull’s eyes is enduring and Chinese youths born outside of this country can get an understanding where their parents came from. 

(Source: Ed Sum from The Vintage Tempest)","Oct 1, 2014",1 hr. 21 min.,Unknown,"None found, add some"
